exercise_id,title,exercise_type,body_part,equipment,difficulty_level
391,Bird dog-,Strength,Abdominals,Body Only,Intermediate
392,Single-leg curl up,Strength,Abdominals,Body Only,Intermediate
393,Single-kettlebell windmill,Strength,Abdominals,Body Only,Intermediate
394,UNS Foam Roll Thigh,Strength,Abdominals,Body Only,Intermediate
395,UNS Inverted row,Strength,Abdominals,Body Only,Intermediate
396,UNS T-spine rotation with reach,Strength,Abdominals,Body Only,Intermediate
397,UNS Quadruped thoracic rotation,Strength,Abdominals,Body Only,Intermediate
398,UNS Pec stretch,Strength,Abdominals,Body Only,Intermediate
399,UNS Lat stretch,Strength,Abdominals,Body Only,Intermediate
400,UNS Foam Roll,Strength,Abdominals,Body Only,Intermediate
401,UNS Foam Roll Lats,Strength,Abdominals,Body Only,Intermediate
402,UNS Rocking Adductor Stretch,Strength,Abdominals,Body Only,Intermediate
403,UNS Bird Dog,Strength,Abdominals,Body Only,Intermediate
404,UNS Jumping Jack,Strength,Abdominals,Body Only,Intermediate
405,Ab wheel roll-out,Strength,Abdominals,Body Only,Intermediate
406,Bench mountain climber,Strength,Abdominals,Body Only,Intermediate
407,Feet-elevated bench side plank,Strength,Abdominals,Body Only,Intermediate
408,Cross-body sit-up,Strength,Abdominals,Body Only,Intermediate
409,Decline kayak,Strength,Abdominals,Body Only,Intermediate
410,30 Decline Reverse Crunch,Strength,Abdominals,Body Only,Intermediate
411,Decline sit-up twist,Strength,Abdominals,Body Only,Intermediate
412,30 Flat Bench Leg Raise,Strength,Abdominals,Body Only,Intermediate
413,30 Flutter Kick,Strength,Abdominals,Body Only,Intermediate
414,Chin-up crunch,Strength,Abdominals,Body Only,Intermediate
415,30 Gorilla Chin Oblique Crunch,Strength,Abdominals,Body Only,Intermediate
416,Half Turkish get-up,Strength,Abdominals,Body Only,Intermediate
417,30 Hanging Oblique Crunch,Strength,Abdominals,Body Only,Intermediate
418,30 Hollow-Body Hold,Strength,Abdominals,Body Only,Intermediate
419,Parallel bars knee raise,Strength,Abdominals,Body Only,Intermediate
420,30 Landmine Twist,Strength,Abdominals,Body Only,Intermediate
421,Parallel bars leg raise,Strength,Abdominals,Body Only,Intermediate
422,Otis-up-,Strength,Abdominals,Body Only,Intermediate
423,30 Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
424,30 Spider Crawl,Strength,Abdominals,Body Only,Intermediate
425,Spider crunch,Strength,Abdominals,Body Only,Intermediate
426,Toe-touch,Strength,Abdominals,Body Only,Intermediate
427,30 Hanging Toes-To-Bar,Strength,Abdominals,Body Only,Intermediate
428,30 V-Up,Strength,Abdominals,Body Only,Intermediate
429,Cocoon crunch,Strength,Abdominals,Body Only,Intermediate
430,Bench oblique crunch,Strength,Abdominals,Body Only,Intermediate
431,Full moon-,Strength,Abdominals,Body Only,Intermediate
432,Push-up to side plank,Strength,Abdominals,Body Only,Intermediate
433,Tyler Holt V-Up,Strength,Abdominals,Body Only,Intermediate
434,Tyler Holt Plank,Strength,Abdominals,Body Only,Intermediate
435,Tyler Holt Hip-Dip,Strength,Abdominals,Body Only,Intermediate
436,Suicides,Strength,Abdominals,Body Only,Intermediate
437,Holman Towel Straight Plank Jack,Strength,Abdominals,Body Only,Intermediate
438,Holman Towel Hill Climber,Strength,Abdominals,Body Only,Intermediate
439,Holman Towel Elbow Plank Jack,Strength,Abdominals,Body Only,Intermediate
440,Holman Towel Elbow Plank Pike,Strength,Abdominals,Body Only,Intermediate
441,Holman Towel Straight Plank Hand Reach,Strength,Abdominals,Body Only,Intermediate
442,Holman Towel Wax-On Wax-Off,Strength,Abdominals,Body Only,Intermediate
443,Holman Towel Wide Hill Climber,Strength,Abdominals,Body Only,Intermediate
444,Holman Towel Dirty Dog,Strength,Abdominals,Body Only,Intermediate
445,Holman Straight Plank Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
446,Holman Killer Abs,Strength,Abdominals,Body Only,Intermediate
447,Holman Straight Plank Split Jack,Strength,Abdominals,Body Only,Intermediate
448,Holman Elbow Plank Swim,Strength,Abdominals,Body Only,Intermediate
449,Holman Elbow Plank Saw,Strength,Abdominals,Body Only,Intermediate
450,Holman Feet-Elevated Straight Plank Toe-Tap Series,Strength,Abdominals,Body Only,Intermediate
451,Holman Elbow Plank Pike Pull,Strength,Abdominals,Body Only,Intermediate
452,Holman Hand-Elevated Walk-Over Push-Up,Strength,Abdominals,Body Only,Intermediate
453,Holman Hands-Elevated Hill Climber,Strength,Abdominals,Body Only,Intermediate
454,Holman Seated Pike,Strength,Abdominals,Body Only,Intermediate
455,Holman Feet-Elevated Up-Down Plank,Strength,Abdominals,Body Only,Intermediate
456,Holman Feet-Elevated Hand Tap,Strength,Abdominals,Body Only,Intermediate
457,Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,Abdominals,Body Only,Intermediate
458,Holman Elbow Plank,Strength,Abdominals,Body Only,Intermediate
459,Holman Straight Plank Squat Thrust,Strength,Abdominals,Body Only,Intermediate
460,Holman Alternating Single-Leg Pike,Strength,Abdominals,Body Only,Intermediate
461,Holman Knee Pull-In Crunch,Strength,Abdominals,Body Only,Intermediate
462,Holman Straight Plank with Hand Tap,Strength,Abdominals,Body Only,Intermediate
463,Holman Straight Plank with Dirty Dog,Strength,Abdominals,Body Only,Intermediate
464,Holman Elbow Plank Roll,Strength,Abdominals,Body Only,Intermediate
465,Holman Froggy Push-Up,Strength,Abdominals,Body Only,Intermediate
466,Holman Straight Plank Hand Tap to Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
467,Holman In-Out Straight Plank,Strength,Abdominals,Body Only,Intermediate
468,Holman Bicycle,Strength,Abdominals,Body Only,Intermediate
469,Holman Alternating Diagonal Knee Pull-in,Strength,Abdominals,Body Only,Intermediate
470,Holman Elbow Plank with Step-Out,Strength,Abdominals,Body Only,Intermediate
471,Holman Alternating Slow L-Raise,Strength,Abdominals,Body Only,Intermediate
472,Holman Feet-Elevated Plank with Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
473,Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,Strength,Abdominals,Body Only,Intermediate
474,Holman Feet-Elevated Up-Down Elbow Plank,Strength,Abdominals,Body Only,Intermediate
475,Holman Feet-Elevated Plank Pike Pull,Strength,Abdominals,Body Only,Intermediate
476,Holman Feet-Elevated Alternating Single-Leg Hip Raise,Strength,Abdominals,Body Only,Intermediate
477,Holman Feet-Elevated Plank Pike Pull to Push-Up,Strength,Abdominals,Body Only,Intermediate
478,Holman Standing Heel Click,Strength,Abdominals,Body Only,Intermediate
479,Holman Straight Plank Right-Left Jack to Split Jack,Strength,Abdominals,Body Only,Intermediate
480,Holman Elbow Plank Jack to Ninja Knees,Strength,Abdominals,Body Only,Intermediate
481,Holman Right Side Elbow Plank with Left Leg Swing,Strength,Abdominals,Body Only,Intermediate
482,Holman Left Side Elbow Plank with Right Leg Swing,Strength,Abdominals,Body Only,Intermediate
483,Holman Straight Plank with Alternating Diagonal Sit-Back,Strength,Abdominals,Body Only,Intermediate
484,Holman Boat Press with Leg Extension,Strength,Abdominals,Body Only,Intermediate
485,Holman Shoulder Tap to Dirty Dog,Strength,Abdominals,Body Only,Intermediate
486,Holman Standing Russian Twist,Strength,Abdominals,Body Only,Intermediate
487,Holman Hovering Plank with Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
488,Holman Elbow Plank to Stacked Plank Hip Drop,Strength,Abdominals,Body Only,Intermediate
489,Holman Elbow Plank to Walk-Up Pike,Strength,Abdominals,Body Only,Intermediate
490,Holman Hill Climber,Strength,Abdominals,Body Only,Intermediate
491,Holman Straight Plank Pike to Renegade Row,Strength,Abdominals,Body Only,Intermediate
492,Holman Alternating Hip Drop to Push-Up,Strength,Abdominals,Body Only,Intermediate
493,Holman Crab Kick,Strength,Abdominals,Body Only,Intermediate
494,Holman Wounded Bear Crawl,Strength,Abdominals,Body Only,Intermediate
495,Holman Alternating Crab Reach,Strength,Abdominals,Body Only,Intermediate
496,Holman Hovering Panther Core Stabilizer,Strength,Abdominals,Body Only,Intermediate
497,Holman Burpee to Forward Lunge,Strength,Abdominals,Body Only,Intermediate
498,Holman Seated Knee Pull-In Series,Strength,Abdominals,Body Only,Intermediate
499,Holman Elbow Plank Pike,Strength,Abdominals,Body Only,Intermediate
500,Holman Elbow Plank Jack to Straight Plank Split Jack,Strength,Abdominals,Body Only,Intermediate
501,Holman Boat Pull-Over,Strength,Abdominals,Body Only,Intermediate
502,Holman Squat Pulse to Plyometric Jump,Strength,Abdominals,Body Only,Intermediate
503,Holman Hands Down Heel Click,Strength,Abdominals,Body Only,Intermediate
504,Holman Straight Plank to Kick-Up,Strength,Abdominals,Body Only,Intermediate
505,Holman Hands-Elevated Split Jack,Strength,Abdominals,Body Only,Intermediate
506,Holman Feet-Elevated Plank Reach,Strength,Abdominals,Body Only,Intermediate
507,Holman Hand-Elevated Side Plank Semicircle,Strength,Abdominals,Body Only,Intermediate
508,Holman Hands-Elevated Straight Plank Pike,Strength,Abdominals,Body Only,Intermediate
509,Holman Alternating Rolling Elbow Plank,Strength,Abdominals,Body Only,Intermediate
510,Holman Elbow Plank Jack,Strength,Abdominals,Body Only,Intermediate
511,Holman Squat Thrust to Alternating Knee-In,Strength,Abdominals,Body Only,Intermediate
512,Holman Supine Double Pike,Strength,Abdominals,Body Only,Intermediate
513,Holman Elbow Plank Alternating Pike,Strength,Abdominals,Body Only,Intermediate
514,Holman Seated Killer Abs,Strength,Abdominals,Body Only,Intermediate
515,Holman Side Plank Hip Drop,Strength,Abdominals,Body Only,Intermediate
516,Holman Wide Hill Climber,Strength,Abdominals,Body Only,Intermediate
517,Holman Straight-Legged Bicycle,Strength,Abdominals,Body Only,Intermediate
518,Holman Stair Toe Tap,Strength,Abdominals,Body Only,Intermediate
519,Holman Elbow Plank Ninja,Strength,Abdominals,Body Only,Intermediate
520,Holman Traveling Stair Climb Push-Up,Strength,Abdominals,Body Only,Intermediate
521,Holman Hands-Elevated Burpee,Strength,Abdominals,Body Only,Intermediate
522,Holman Straight Plank Donkey Kick,Strength,Abdominals,Body Only,Intermediate
523,Holman Feet-Elevated Straight Plank Pike Pull,Strength,Abdominals,Body Only,Intermediate
524,Holman Towel Burpee,Strength,Abdominals,Body Only,Intermediate
525,Holman Elbow Plank to Alternating Side Plank Crunch,Strength,Abdominals,Body Only,Intermediate
526,Holman Straight-Legged Hip Raise,Strength,Abdominals,Body Only,Intermediate
527,Holman Feet-Elevated Hill Climber,Strength,Abdominals,Body Only,Intermediate
528,Holman Ninja Knee Hill Climber,Strength,Abdominals,Body Only,Intermediate
529,Holman Feet-Elevated Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
530,Holman Feet-Elevated Hip Raise,Strength,Abdominals,Body Only,Intermediate
531,Holman Left Hand Right Foot Crab Reach,Strength,Abdominals,Body Only,Intermediate
532,Holman Alternating Crab Flip to Froggy Push-Up to Kicks,Strength,Abdominals,Body Only,Intermediate
533,Holman Right Hand Left Foot Sleeping Crab,Strength,Abdominals,Body Only,Intermediate
534,Holman Left Hand Right Foot Sleeping Crab,Strength,Abdominals,Body Only,Intermediate
535,Holman Straight Plank with Alternating Leg Kick-Under,Strength,Abdominals,Body Only,Intermediate
536,Holman Right Hip Drop Push-Up,Strength,Abdominals,Body Only,Intermediate
537,Holman Right Side Diagonal Burpee,Strength,Abdominals,Body Only,Intermediate
538,Holman Left Hip Drop Push-Up,Strength,Abdominals,Body Only,Intermediate
539,Holman Right Leg 7-Up Crunch,Strength,Abdominals,Body Only,Intermediate
540,Holman Left Leg 7-Up Crunch,Strength,Abdominals,Body Only,Intermediate
541,Holman Straight Plank Jack,Strength,Abdominals,Body Only,Intermediate
542,Holman Feet-Elevated Couch Hill Climber,Strength,Abdominals,Body Only,Intermediate
543,Holman Feet-Elevated Right Side Plank,Strength,Abdominals,Body Only,Intermediate
544,Holman Alternating Up-Down Plank to Push-Up,Strength,Abdominals,Body Only,Intermediate
545,Holman Straight Plank Pike,Strength,Abdominals,Body Only,Intermediate
546,Holman Ninja Knee Straight Plank,Strength,Abdominals,Body Only,Intermediate
547,Holman Reverse Crunch to Hip Raise,Strength,Abdominals,Body Only,Intermediate
548,Holman Straight Plank Quick Reach,Strength,Abdominals,Body Only,Intermediate
549,Holman Alternating Diagonal Straight Plank,Strength,Abdominals,Body Only,Intermediate
550,Holman Feet-Elevated Left Side Plank,Strength,Abdominals,Body Only,Intermediate
551,Holman Right Hand Left Foot Crab Reach,Strength,Abdominals,Body Only,Intermediate
552,Holman Low-Impact Crab Kick,Strength,Abdominals,Body Only,Intermediate
553,Holman Alternating Crab Flip to Froggy Push-Up,Strength,Abdominals,Body Only,Intermediate
554,Holman High-Impact Crab Kick,Strength,Abdominals,Body Only,Intermediate
555,Holman Single-Leg Right Pike,Strength,Abdominals,Body Only,Intermediate
556,Holman Single-Leg Left Pike,Strength,Abdominals,Body Only,Intermediate
557,Holman Shoulder Tap to Hand Tap,Strength,Abdominals,Body Only,Intermediate
558,Holman Towel Reverse Plank Jack,Strength,Abdominals,Body Only,Intermediate
559,Holman Side-to-Side Twist,Strength,Abdominals,Body Only,Intermediate
560,Holman Crab Kick with Hop,Strength,Abdominals,Body Only,Intermediate
561,Holman Crab Reach to Crab Kick,Strength,Abdominals,Body Only,Intermediate
562,Holman Wide Squat Side-to-Side Obliques,Strength,Abdominals,Body Only,Intermediate
563,Holman Side Plank Crunch,Strength,Abdominals,Body Only,Intermediate
564,Total Fitness Ab Tuck,Strength,Abdominals,Body Only,Intermediate
565,Active hang from bar,Strength,Abdominals,Body Only,Intermediate
566,Cat-cow,Strength,Abdominals,Body Only,Intermediate
567,Crab walk,Strength,Abdominals,Body Only,Intermediate
568,Lunge with overhead reach,Strength,Abdominals,Body Only,Intermediate
569,Hang from bar,Strength,Abdominals,Body Only,Intermediate
570,Total Fitness Hollow Hold,Strength,Abdominals,Body Only,Intermediate
571,Total Fitness Side Plank,Strength,Abdominals,Body Only,Intermediate
572,Side plank pulse,Strength,Abdominals,Body Only,Intermediate
573,Total Fitness Spider Crawl (Unweighted),Strength,Abdominals,Body Only,Intermediate
574,Total Fitness V-Up,Strength,Abdominals,Body Only,Intermediate
575,MetaBurn Alternating Knee-to-Elbow Mountain Climber,Strength,Abdominals,Body Only,Intermediate
576,Alternating sit-through with crunch-,Strength,Abdominals,Body Only,Intermediate
577,MetaBurn Alternating Toe-Touch,Strength,Abdominals,Body Only,Intermediate
578,MetaBurn Janda Sit-Up,Strength,Abdominals,Body Only,Intermediate
579,MetaBurn Oblique Roll Crunch,Strength,Abdominals,Body Only,Intermediate
580,MetaBurn Plank Jack,Strength,Abdominals,Body Only,Intermediate
581,MetaBurn Plank To Alternating Side Plank,Strength,Abdominals,Body Only,Intermediate
582,MetaBurn Plank Up-Down,Strength,Abdominals,Body Only,Intermediate
583,MetaBurn Plank Wiper,Strength,Abdominals,Body Only,Intermediate
584,MetaBurn Plank With Alternating Toe-Touch,Strength,Abdominals,Body Only,Intermediate
585,MetaBurn Plyo Push-Up,Strength,Abdominals,Body Only,Intermediate
586,MetaBurn Psycho Crunch,Strength,Abdominals,Body Only,Intermediate
587,MetaBurn Scapular Retraction Plank,Strength,Abdominals,Body Only,Intermediate
588,MetaBurn Scapular Retraction Plank Hold,Strength,Abdominals,Body Only,Intermediate
589,MetaBurn Scorpion,Strength,Abdominals,Body Only,Intermediate
590,MetaBurn Side Crawler,Strength,Abdominals,Body Only,Intermediate
591,MetaBurn Side Plank Oblique Crunch,Strength,Abdominals,Body Only,Intermediate
592,MetaBurn Sit-Through,Strength,Abdominals,Body Only,Intermediate
593,MetaBurn Sit-Up To V-Up,Strength,Abdominals,Body Only,Intermediate
594,MetaBurn Sit-Up With Rotation,Strength,Abdominals,Body Only,Intermediate
595,MetaBurn Split-Leg Crunch,Strength,Abdominals,Body Only,Intermediate
596,MetaBurn Tabletop Hip Thrust,Strength,Abdominals,Body Only,Intermediate
597,MetaBurn Tabletop With Russian Kick,Strength,Abdominals,Body Only,Intermediate
598,MetaBurn Toe Driver Abs,Strength,Abdominals,Body Only,Intermediate
599,MetaBurn-V-Up,Strength,Abdominals,Body Only,Intermediate
600,X-body V-up,Strength,Abdominals,Body Only,Intermediate
601,MetaBurn Swivel Crunch,Strength,Abdominals,Body Only,Intermediate
602,Robertson Core-Engaged Dead Bug,Strength,Abdominals,Body Only,Intermediate
603,FYR2 Double-Under,Strength,Abdominals,Body Only,Intermediate
604,FYR2 Fire Feet with Burpee Tuck Jump Drill,Strength,Abdominals,Body Only,Intermediate
605,FYR2 Flutter Kick,Strength,Abdominals,Body Only,Intermediate
606,FYR2 Half-Moon,Strength,Abdominals,Body Only,Intermediate
607,FYR2 Leopard Crawl,Strength,Abdominals,Body Only,Intermediate
608,FYR2 Plank Alternating Front Step,Strength,Abdominals,Body Only,Intermediate
609,FYR2 Shoulder Tap,Strength,Abdominals,Body Only,Intermediate
610,Hand shift plank,Strength,Abdominals,Body Only,Intermediate
611,Cross-body plank march,Strength,Abdominals,Body Only,Intermediate
612,Bent-knee Copenhagen hip adduction,Strength,Abdominals,Body Only,Intermediate
613,Copenhagen plank,Strength,Abdominals,Body Only,Intermediate
614,ACFT Hanging leg tuck,Strength,Abdominals,Body Only,Intermediate
615,Alternating hanging knee raise,Strength,Abdominals,Body Only,Intermediate
616,Plank To Sphinx,Strength,Abdominals,Body Only,Intermediate
617,Twisting Mountain Climbers,Strength,Abdominals,Body Only,Intermediate
618,Jack Knives,Strength,Abdominals,Body Only,Intermediate
619,Hanging Leg Raises,Strength,Abdominals,Body Only,Intermediate
620,Dumbbell suitcase crunch,Strength,Abdominals,Medicine Ball,Intermediate
621,Medicine ball rotational throw,Strength,Abdominals,Medicine Ball,Intermediate
622,Hollow-hold ball toss,Strength,Abdominals,Medicine Ball,Intermediate
623,Partner front Russian twist and pass,Strength,Abdominals,Medicine Ball,Beginner
624,Sit-up with single-arm overhand throw,Plyometrics,Abdominals,Medicine Ball,Intermediate
625,Medicine ball partner twist,Plyometrics,Abdominals,Medicine Ball,Intermediate
626,Partner side Russian twist and pass,Strength,Abdominals,Medicine Ball,Beginner
